FNAME	FID
20161208063832529+-+01+-+1+-+1+-+298363+-+YEP0PTD160LF|00|A|101634202953|01+-+3+-++-+YEP0PTD160LF|00|A|101634202953|01.U01	672
20161208063656501+-+01+-+1+-+1+-+298355+-+YEP0PTD160LF|00|A|101634202957|01+-+5+-++-+YEP0PTD160LF|00|A|101634202957|01.U01	666
20161208064503819+-+01+-+1+-+1+-+298399+-+YEP0PTD160LF|00|A|101634202995|01+-+3+-++-+YEP0PTD160LF|00|A|101634202995|01.U01	690
20161208060937293+-+01+-+1+-+1+-+298251+-+YEP0PTD160LF|00|A|101634202890|01+-+3+-++-+YEP0PTD160LF|00|A|101634202890|01.U01	610
20161208061210874+-+01+-+1+-+2+-+298265+-+YEP0PTD160LF|00|A|101634202883|01+-+3+-++-+YEP0PTD160LF|00|A|101634202883|01.U01	618
20161208064441856+-+01+-+1+-+2+-+298397+-+YEP0PTD160LF|00|A|101634202994|01+-+3+-++-+YEP0PTD160LF|00|A|101634202994|01.U01	689
20161208061104734+-+01+-+1+-+1+-+298259+-+YEP0PTD160LF|00|A|101634202886|01+-+3+-++-+YEP0PTD160LF|00|A|101634202886|01.U01	614
20161208064858789+-+01+-+1+-+1+-+298407+-+YEP0PTD160LF|00|A|101634202999|01+-+3+-++-+YEP0PTD160LF|00|A|101634202999|01.U01	694
20161208063937001+-+01+-+1+-+2+-+298369+-+YEP0PTD160LF|00|A|101634202950|01+-+3+-++-+YEP0PTD160LF|00|A|101634202950|01.U01	675
20161208064148767+-+01+-+1+-+2+-+298381+-+YEP0PTD160LF|00|A|101634202984|01+-+3+-++-+YEP0PTD160LF|00|A|101634202984|01.U01	681
20161208061020594+-+01+-+1+-+1+-+298255+-+YEP0PTD160LF|00|A|101634202888|01+-+3+-++-+YEP0PTD160LF|00|A|101634202888|01.U01	612
20161208062127569+-+01+-+1+-+2+-+298285+-+YEP0PTD160LF|00|A|101634202906|01+-+3+-++-+YEP0PTD160LF|00|A|101634202906|01.U01	629
20161208064337282+-+01+-+1+-+1+-+298391+-+YEP0PTD160LF|00|A|101634202991|01+-+3+-++-+YEP0PTD160LF|00|A|101634202991|01.U01	686
20161208063243970+-+01+-+1+-+1+-+298331+-+YEP0PTD160LF|00|A|101634202970|01+-+3+-++-+YEP0PTD160LF|00|A|101634202970|01.U01	654
20161208060702132+-+01+-+1+-+2+-+298237+-+YEP0PTD160LF|00|A|101634202897|01+-+3+-++-+YEP0PTD160LF|00|A|101634202897|01.U01	603
20161208060958651+-+01+-+1+-+2+-+298253+-+YEP0PTD160LF|00|A|101634202889|01+-+3+-++-+YEP0PTD160LF|00|A|101634202889|01.U01	611
20161208062743861+-+01+-+1+-+2+-+298305+-+YEP0PTD160LF|00|A|101634202916|01+-+3+-++-+YEP0PTD160LF|00|A|101634202916|01.U01	640
20161208062434143+-+01+-+1+-+1+-+298301+-+YEP0PTD160LF|00|A|101634202913|01+-+3+-++-+YEP0PTD160LF|00|A|101634202913|01.U01	637
20161208063058550+-+01+-+1+-+1+-+298323+-+YEP0PTD160LF|00|A|101634202927|01+-+3+-++-+YEP0PTD160LF|00|A|101634202927|01.U01	650
20161208060728001+-+01+-+1+-+1+-+298241+-+YEP0PTD160LF|00|A|101634202896|01+-+3+-++-+YEP0PTD160LF|00|A|101634202896|01.U01	604
20161208060612428+-+01+-+1+-+2+-+298233+-+YEP0PTD160LF|00|A|101634202850|01+-+3+-++-+YEP0PTD160LF|00|A|101634202850|01.U01	601
20161208065449213+-+01+-+1+-+2+-+298417+-+YEP0PTD160LF|00|A|101634203004|01+-+3+-++-+YEP0PTD160LF|00|A|101634203004|01.U01	699
20161208064315267+-+01+-+1+-+2+-+298389+-+YEP0PTD160LF|00|A|101634202990|01+-+3+-++-+YEP0PTD160LF|00|A|101634202990|01.U01	685
20161208062932110+-+01+-+1+-+1+-+298315+-+YEP0PTD160LF|00|A|101634202921|01+-+3+-++-+YEP0PTD160LF|00|A|101634202921|01.U01	646
20161208060854181+-+01+-+1+-+1+-+298247+-+YEP0PTD160LF|00|A|101634202892|01+-+3+-++-+YEP0PTD160LF|00|A|101634202892|01.U01	608
20161208064956909+-+01+-+1+-+2+-+298409+-+YEP0PTD160LF|00|A|101634203000|01+-+3+-++-+YEP0PTD160LF|00|A|101634203000|01.U01	695
20161208073233563+-+01+-+1+-+2+-+298559+-+YEP0PTD160LF|00|A|101634300163|01+-+3+-++-+YEP0PTD160LF|00|A|101634300163|01.U01	770
20161208073212790+-+01+-+1+-+1+-+298557+-+YEP0PTD160LF|00|A|101634300164|01+-+3+-++-+YEP0PTD160LF|00|A|101634300164|01.U01	769
20161208073810544+-+01+-+1+-+2+-+298587+-+YEP0PTD160LF|00|A|101634300149|01+-+3+-++-+YEP0PTD160LF|00|A|101634300149|01.U01	784
20161208071707939+-+01+-+1+-+2+-+298507+-+YEP0PTD160LF|00|A|101634300058|01+-+3+-++-+YEP0PTD160LF|00|A|101634300058|01.U01	744
20161208071054281+-+01+-+1+-+2+-+298473+-+YEP0PTD160LF|00|A|101634300040|01+-+3+-++-+YEP0PTD160LF|00|A|101634300040|01.U01	727
20161208070504304+-+01+-+1+-+1+-+298447+-+YEP0PTD160LF|00|A|101634300075|01+-+3+-++-+YEP0PTD160LF|00|A|101634300075|01.U01	714
20161208073032000+-+01+-+1+-+2+-+298547+-+YEP0PTD160LF|00|A|101634202948|01+-+3+-++-+YEP0PTD160LF|00|A|101634202948|01.U01	764
20161208070717903+-+01+-+1+-+1+-+298459+-+YEP0PTD160LF|00|A|101634300067|01+-+3+-++-+YEP0PTD160LF|00|A|101634300067|01.U01	720
20161208071324585+-+01+-+1+-+1+-+298487+-+YEP0PTD160LF|00|A|101634300053|01+-+3+-++-+YEP0PTD160LF|00|A|101634300053|01.U01	734
20161208073656183+-+01+-+1+-+2+-+298583+-+YEP0PTD160LF|00|A|101634300151|01+-+3+-++-+YEP0PTD160LF|00|A|101634300151|01.U01	782
20161208070606319+-+01+-+1+-+2+-+298453+-+YEP0PTD160LF|00|A|101634300071|01+-+3+-++-+YEP0PTD160LF|00|A|101634300071|01.U01	717
20161208072352519+-+01+-+1+-+1+-+298513+-+YEP0PTD160LF|00|A|101634202930|01+-+3+-++-+YEP0PTD160LF|00|A|101634202930|01.U01	747
20161208072843029+-+01+-+1+-+1+-+298537+-+YEP0PTD160LF|00|A|101634202942|01+-+3+-++-+YEP0PTD160LF|00|A|101634202942|01.U01	759
20161208070737686+-+01+-+1+-+2+-+298461+-+YEP0PTD160LF|00|A|101634300066|01+-+3+-++-+YEP0PTD160LF|00|A|101634300066|01.U01	721
20161208071008910+-+01+-+1+-+2+-+298469+-+YEP0PTD160LF|00|A|101634203047|01+-+3+-++-+YEP0PTD160LF|00|A|101634203047|01.U01	725
20161208073133147+-+01+-+1+-+1+-+298553+-+YEP0PTD160LF|00|A|101634300166|01+-+3+-++-+YEP0PTD160LF|00|A|101634300166|01.U01	767
20161208071442408+-+01+-+1+-+1+-+298493+-+YEP0PTD160LF|00|A|101634300049|01+-+3+-++-+YEP0PTD160LF|00|A|101634300049|01.U01	737
20161208072800544+-+01+-+1+-+1+-+298533+-+YEP0PTD160LF|00|A|101634202940|01+-+3+-++-+YEP0PTD160LF|00|A|101634202940|01.U01	757
20161208073512892+-+01+-+1+-+1+-+298573+-+YEP0PTD160LF|00|A|101634300156|01+-+3+-++-+YEP0PTD160LF|00|A|101634300156|01.U01	777
20161208073834984+-+01+-+1+-+1+-+298589+-+YEP0PTD160LF|00|A|101634300148|01+-+3+-++-+YEP0PTD160LF|00|A|101634300148|01.U01	785
20161208072820374+-+01+-+1+-+2+-+298535+-+YEP0PTD160LF|00|A|101634202941|01+-+3+-++-+YEP0PTD160LF|00|A|101634202941|01.U01	758
20161208074007344+-+01+-+1+-+1+-+298597+-+YEP0PTD160LF|00|A|101634300122|01+-+3+-++-+YEP0PTD160LF|00|A|101634300122|01.U01	791
20161208073406789+-+01+-+1+-+2+-+298567+-+YEP0PTD160LF|00|A|101634300159|01+-+3+-++-+YEP0PTD160LF|00|A|101634300159|01.U01	774
20161208070211701+-+01+-+1+-+2+-+298433+-+YEP0PTD160LF|00|A|101634300061|01+-+3+-++-+YEP0PTD160LF|00|A|101634300061|01.U01	707
20161208072536748+-+01+-+1+-+2+-+298523+-+YEP0PTD160LF|00|A|101634202935|01+-+3+-++-+YEP0PTD160LF|00|A|101634202935|01.U01	752
20161208073313229+-+01+-+1+-+2+-+298563+-+YEP0PTD160LF|00|A|101634300160|01+-+3+-++-+YEP0PTD160LF|00|A|101634300160|01.U01	772
20161208070546553+-+01+-+1+-+1+-+298451+-+YEP0PTD160LF|00|A|101634300072|01+-+3+-++-+YEP0PTD160LF|00|A|101634300072|01.U01	716
20161208073152851+-+01+-+1+-+2+-+298555+-+YEP0PTD160LF|00|A|101634300165|01+-+3+-++-+YEP0PTD160LF|00|A|101634300165|01.U01	768
20161208074108680+-+01+-+1+-+2+-+298603+-+YEP0PTD160LF|00|A|101634300126|01+-+3+-++-+YEP0PTD160LF|00|A|101634300126|01.U01	794
20161208070656296+-+01+-+1+-+2+-+298457+-+YEP0PTD160LF|00|A|101634300068|01+-+3+-++-+YEP0PTD160LF|00|A|101634300068|01.U01	719
20161208073942799+-+01+-+1+-+2+-+298595+-+YEP0PTD160LF|00|A|101634300121|01+-+3+-++-+YEP0PTD160LF|00|A|101634300121|01.U01	790
20161208073346090+-+01+-+1+-+1+-+298565+-+YEP0PTD160LF|00|A|101634300161|01+-+3+-++-+YEP0PTD160LF|00|A|101634300161|01.U01	773
20161208071153723+-+01+-+1+-+1+-+298479+-+YEP0PTD160LF|00|A|101634300043|01+-+3+-++-+YEP0PTD160LF|00|A|101634300043|01.U01	730
20161208073532606+-+01+-+1+-+2+-+298575+-+YEP0PTD160LF|00|A|101634300155|01+-+3+-++-+YEP0PTD160LF|00|A|101634300155|01.U01	778
20161208065922840+-+01+-+1+-+2+-+298421+-+YEP0PTD160LF|00|A|101634300070|01+-+3+-++-+YEP0PTD160LF|00|A|101634300070|01.U01	701
20161208074335503+-+01+-+1+-+1+-+298605+-+YEP0PTD160LF|00|A|101634300127|01+-+3+-++-+YEP0PTD160LF|00|A|101634300127|01.U01	795
20161208074425221+-+01+-+1+-+1+-+298609+-+YEP0PTD160LF|00|A|101634300129|01+-+3+-++-+YEP0PTD160LF|00|A|101634300129|01.U01	798
20161208070524091+-+01+-+1+-+2+-+298449+-+YEP0PTD160LF|00|A|101634300074|01+-+3+-++-+YEP0PTD160LF|00|A|101634300074|01.U01	715
20161208070253427+-+01+-+1+-+2+-+298437+-+YEP0PTD160LF|00|A|101634300083|01+-+3+-++-+YEP0PTD160LF|00|A|101634300083|01.U01	709
20161208070437595+-+01+-+1+-+2+-+298445+-+YEP0PTD160LF|00|A|101634300076|01+-+3+-++-+YEP0PTD160LF|00|A|101634300076|01.U01	713
20161208073904957+-+01+-+1+-+1+-+298593+-+YEP0PTD160LF|00|A|101634300146|01+-+5+-++-+YEP0PTD160LF|00|A|101634300146|01.U01	788
20161208071524983+-+01+-+1+-+1+-+298497+-+YEP0PTD160LF|00|A|101634300052|01+-+3+-++-+YEP0PTD160LF|00|A|101634300052|01.U01	739
20161208071301916+-+01+-+1+-+2+-+298485+-+YEP0PTD160LF|00|A|101634300046|01+-+3+-++-+YEP0PTD160LF|00|A|101634300046|01.U01	733
20161208070900799+-+01+-+1+-+2+-+298465+-+YEP0PTD160LF|00|A|101634203048|01+-+3+-++-+YEP0PTD160LF|00|A|101634203048|01.U01	723
20161208074048888+-+01+-+1+-+1+-+298601+-+YEP0PTD160LF|00|A|101634300125|01+-+3+-++-+YEP0PTD160LF|00|A|101634300125|01.U01	793
20161208071133903+-+01+-+1+-+2+-+298477+-+YEP0PTD160LF|00|A|101634300042|01+-+3+-++-+YEP0PTD160LF|00|A|101634300042|01.U01	729
20161208072614034+-+01+-+1+-+1+-+298525+-+YEP0PTD160LF|00|A|101634202936|01+-+3+-++-+YEP0PTD160LF|00|A|101634202936|01.U01	753
20161208073922978+-+01+-+1+-+1+-+298593+-+YEP0PTD160LF|00|A|101634300146|01+-+3+-++-+YEP0PTD160LF|00|A|101634300146|01.U01	789
20161208071347303+-+01+-+1+-+2+-+298489+-+YEP0PTD160LF|00|A|101634300048|01+-+3+-++-+YEP0PTD160LF|00|A|101634300048|01.U01	735
20161208072740643+-+01+-+1+-+2+-+298531+-+YEP0PTD160LF|00|A|101634202939|01+-+3+-++-+YEP0PTD160LF|00|A|101634202939|01.U01	756
20161208071422420+-+01+-+1+-+2+-+298491+-+YEP0PTD160LF|00|A|101634300050|01+-+3+-++-+YEP0PTD160LF|00|A|101634300050|01.U01	736
20161208073615876+-+01+-+1+-+2+-+298579+-+YEP0PTD160LF|00|A|101634300153|01+-+3+-++-+YEP0PTD160LF|00|A|101634300153|01.U01	780
20161208073431131+-+01+-+1+-+1+-+298569+-+YEP0PTD160LF|00|A|101634300158|01+-+3+-++-+YEP0PTD160LF|00|A|101634300158|01.U01	775
20161208071626600+-+01+-+1+-+2+-+298503+-+YEP0PTD160LF|00|A|101634300056|01+-+3+-++-+YEP0PTD160LF|00|A|101634300056|01.U01	742
20161208073845481+-+01+-+1+-+2+-+298591+-+YEP0PTD160LF|00|A|101634300147|01+-+5+-++-+YEP0PTD160LF|00|A|101634300147|01.U01	786
20161208073051846+-+01+-+1+-+1+-+298549+-+YEP0PTD160LF|00|A|101634300145|01+-+3+-++-+YEP0PTD160LF|00|A|101634300145|01.U01	765
20161208072433235+-+01+-+1+-+1+-+298517+-+YEP0PTD160LF|00|A|101634202932|01+-+3+-++-+YEP0PTD160LF|00|A|101634202932|01.U01	749
20161208070356432+-+01+-+1+-+1+-+298443+-+YEP0PTD160LF|00|A|101634300078|01+-+3+-++-+YEP0PTD160LF|00|A|101634300078|01.U01	712
20161208073011179+-+01+-+1+-+1+-+298545+-+YEP0PTD160LF|00|A|101634202947|01+-+3+-++-+YEP0PTD160LF|00|A|101634202947|01.U01	763
20161208072453036+-+01+-+1+-+2+-+298519+-+YEP0PTD160LF|00|A|101634202933|01+-+3+-++-+YEP0PTD160LF|00|A|101634202933|01.U01	750
20161208073253468+-+01+-+1+-+1+-+298561+-+YEP0PTD160LF|00|A|101634300162|01+-+3+-++-+YEP0PTD160LF|00|A|101634300162|01.U01	771
20161208071502233+-+01+-+1+-+2+-+298495+-+YEP0PTD160LF|00|A|101634300051|01+-+3+-++-+YEP0PTD160LF|00|A|101634300051|01.U01	738
20161208074649427+-+01+-+1+-+2+-+298611+-+YEP0PTD160LF|00|A|101634300130|01+-+5+-++-+YEP0PTD160LF|00|A|101634300130|01.U01	799
20161208074703642+-+01+-+1+-+2+-+298611+-+YEP0PTD160LF|00|A|101634300130|01+-+5+-++-+YEP0PTD160LF|00|A|101634300130|01.U01	800
20161208073901228+-+01+-+1+-+2+-+298591+-+YEP0PTD160LF|00|A|101634300147|01+-+3+-++-+YEP0PTD160LF|00|A|101634300147|01.U01	787
20161208070334767+-+01+-+1+-+2+-+298441+-+YEP0PTD160LF|00|A|101634300081|01+-+3+-++-+YEP0PTD160LF|00|A|101634300081|01.U01	711
20161208071239253+-+01+-+1+-+1+-+298483+-+YEP0PTD160LF|00|A|101634300045|01+-+3+-++-+YEP0PTD160LF|00|A|101634300045|01.U01	732
20161208070233687+-+01+-+1+-+1+-+298435+-+YEP0PTD160LF|00|A|101634300063|01+-+3+-++-+YEP0PTD160LF|00|A|101634300063|01.U01	708
20161208073555254+-+01+-+1+-+1+-+298577+-+YEP0PTD160LF|00|A|101634300154|01+-+3+-++-+YEP0PTD160LF|00|A|101634300154|01.U01	779
20161208072641683+-+01+-+1+-+2+-+298527+-+YEP0PTD160LF|00|A|101634202937|01+-+3+-++-+YEP0PTD160LF|00|A|101634202937|01.U01	754
20161208072902785+-+01+-+1+-+2+-+298539+-+YEP0PTD160LF|00|A|101634202943|01+-+3+-++-+YEP0PTD160LF|00|A|101634202943|01.U01	760
20161208072313623+-+01+-+1+-+2+-+298511+-+YEP0PTD160LF|00|A|101634202929|01+-+3+-++-+YEP0PTD160LF|00|A|101634202929|01.U01	746
20161208071031366+-+01+-+1+-+1+-+298471+-+YEP0PTD160LF|00|A|101634203045|01+-+3+-++-+YEP0PTD160LF|00|A|101634203045|01.U01	726
20161208073721519+-+01+-+1+-+1+-+298585+-+YEP0PTD160LF|00|A|101634300150|01+-+3+-++-+YEP0PTD160LF|00|A|101634300150|01.U01	783
20161208073635815+-+01+-+1+-+1+-+298581+-+YEP0PTD160LF|00|A|101634300152|01+-+3+-++-+YEP0PTD160LF|00|A|101634300152|01.U01	781
20161208071606792+-+01+-+1+-+1+-+298501+-+YEP0PTD160LF|00|A|101634300055|01+-+3+-++-+YEP0PTD160LF|00|A|101634300055|01.U01	741
20161208072944028+-+01+-+1+-+2+-+298543+-+YEP0PTD160LF|00|A|101634202945|01+-+3+-++-+YEP0PTD160LF|00|A|101634202945|01.U01	762
20161208072720910+-+01+-+1+-+1+-+298529+-+YEP0PTD160LF|00|A|101634202938|01+-+3+-++-+YEP0PTD160LF|00|A|101634202938|01.U01	755
20161208074412746+-+01+-+1+-+1+-+298609+-+YEP0PTD160LF|00|A|101634300129|01+-+5+-++-+YEP0PTD160LF|00|A|101634300129|01.U01	797
20161208072924185+-+01+-+1+-+1+-+298541+-+YEP0PTD160LF|00|A|101634202944|01+-+3+-++-+YEP0PTD160LF|00|A|101634202944|01.U01	761
20161208073450802+-+01+-+1+-+2+-+298571+-+YEP0PTD160LF|00|A|101634300157|01+-+3+-++-+YEP0PTD160LF|00|A|101634300157|01.U01	776
20161208071114196+-+01+-+1+-+1+-+298475+-+YEP0PTD160LF|00|A|101634300041|01+-+3+-++-+YEP0PTD160LF|00|A|101634300041|01.U01	728
20161208073111609+-+01+-+1+-+2+-+298551+-+YEP0PTD160LF|00|A|101634300167|01+-+3+-++-+YEP0PTD160LF|00|A|101634300167|01.U01	766
20161208071216762+-+01+-+1+-+2+-+298481+-+YEP0PTD160LF|00|A|101634300044|01+-+3+-++-+YEP0PTD160LF|00|A|101634300044|01.U01	731
20161208072517008+-+01+-+1+-+1+-+298521+-+YEP0PTD160LF|00|A|101634202934|01+-+3+-++-+YEP0PTD160LF|00|A|101634202934|01.U01	751
20161208070315029+-+01+-+1+-+1+-+298439+-+YEP0PTD160LF|00|A|101634300082|01+-+3+-++-+YEP0PTD160LF|00|A|101634300082|01.U01	710
20161208071648152+-+01+-+1+-+1+-+298505+-+YEP0PTD160LF|00|A|101634300057|01+-+3+-++-+YEP0PTD160LF|00|A|101634300057|01.U01	743
20161208071727759+-+01+-+1+-+1+-+298509+-+YEP0PTD160LF|00|A|101634300047|01+-+3+-++-+YEP0PTD160LF|00|A|101634300047|01.U01	745
20161208070626709+-+01+-+1+-+1+-+298455+-+YEP0PTD160LF|00|A|101634300069|01+-+3+-++-+YEP0PTD160LF|00|A|101634300069|01.U01	718
20161208074355219+-+01+-+1+-+2+-+298607+-+YEP0PTD160LF|00|A|101634300128|01+-+3+-++-+YEP0PTD160LF|00|A|101634300128|01.U01	796
20161208072413156+-+01+-+1+-+2+-+298515+-+YEP0PTD160LF|00|A|101634202931|01+-+3+-++-+YEP0PTD160LF|00|A|101634202931|01.U01	748
20161208070059658+-+01+-+1+-+2+-+298429+-+YEP0PTD160LF|00|A|101634300080|01+-+3+-++-+YEP0PTD160LF|00|A|101634300080|01.U01	705
20161208071544760+-+01+-+1+-+2+-+298499+-+YEP0PTD160LF|00|A|101634300054|01+-+3+-++-+YEP0PTD160LF|00|A|101634300054|01.U01	740
20161208070014584+-+01+-+1+-+2+-+298425+-+YEP0PTD160LF|00|A|101634300084|01+-+3+-++-+YEP0PTD160LF|00|A|101634300084|01.U01	703
20161208070038324+-+01+-+1+-+1+-+298427+-+YEP0PTD160LF|00|A|101634300064|01+-+3+-++-+YEP0PTD160LF|00|A|101634300064|01.U01	704
20161208070757523+-+01+-+1+-+1+-+298463+-+YEP0PTD160LF|00|A|101634300065|01+-+3+-++-+YEP0PTD160LF|00|A|101634300065|01.U01	722
20161208065944823+-+01+-+1+-+1+-+298423+-+YEP0PTD160LF|00|A|101634300077|01+-+3+-++-+YEP0PTD160LF|00|A|101634300077|01.U01	702
20161208074027060+-+01+-+1+-+2+-+298599+-+YEP0PTD160LF|00|A|101634300123|01+-+3+-++-+YEP0PTD160LF|00|A|101634300123|01.U01	792
20161208070121741+-+01+-+1+-+1+-+298431+-+YEP0PTD160LF|00|A|101634300060|01+-+3+-++-+YEP0PTD160LF|00|A|101634300060|01.U01	706
20161208070949251+-+01+-+1+-+1+-+298467+-+YEP0PTD160LF|00|A|101634203046|01+-+3+-++-+YEP0PTD160LF|00|A|101634203046|01.U01	724
20161208081312017+-+01+-+1+-+2+-+298755+-+YEP0PTD160LF|00|A|101634300239|01+-+3+-++-+YEP0PTD160LF|00|A|101634300239|01.U01	876
20161208080346349+-+01+-+1+-+2+-+298703+-+YEP0PTD160LF|00|A|101634300118|01+-+3+-++-+YEP0PTD160LF|00|A|101634300118|01.U01	850
20161208080657362+-+01+-+1+-+1+-+298721+-+YEP0PTD160LF|00|A|101634203012|01+-+3+-++-+YEP0PTD160LF|00|A|101634203012|01.U01	859
20161208081106832+-+01+-+1+-+2+-+298743+-+YEP0PTD160LF|00|A|101634300232|01+-+3+-++-+YEP0PTD160LF|00|A|101634300232|01.U01	870
20161208075842347+-+01+-+1+-+1+-+298673+-+YEP0PTD160LF|00|A|101634300091|01+-+3+-++-+YEP0PTD160LF|00|A|101634300091|01.U01	835
20161208082302571+-+01+-+1+-+1+-+298801+-+YEP0PTD160LF|00|A|101634300191|01+-+3+-++-+YEP0PTD160LF|00|A|101634300191|01.U01	899
20161208081959580+-+01+-+1+-+1+-+298785+-+YEP0PTD160LF|00|A|101634300181|01+-+3+-++-+YEP0PTD160LF|00|A|101634300181|01.U01	891
20161208080842259+-+01+-+1+-+1+-+298729+-+YEP0PTD160LF|00|A|101634203016|01+-+3+-++-+YEP0PTD160LF|00|A|101634203016|01.U01	863
20161208081743273+-+01+-+1+-+1+-+298777+-+YEP0PTD160LF|00|A|101634300168|01+-+3+-++-+YEP0PTD160LF|00|A|101634300168|01.U01	887
20161208081047124+-+01+-+1+-+1+-+298741+-+YEP0PTD160LF|00|A|101634300231|01+-+3+-++-+YEP0PTD160LF|00|A|101634300231|01.U01	869
20161208075210157+-+01+-+1+-+2+-+298635+-+YEP0PTD160LF|00|A|101634300142|01+-+3+-++-+YEP0PTD160LF|00|A|101634300142|01.U01	814
20161208075517441+-+01+-+1+-+1+-+298653+-+YEP0PTD160LF|00|A|101634300101|01+-+3+-++-+YEP0PTD160LF|00|A|101634300101|01.U01	825
20161208081720457+-+01+-+1+-+2+-+298775+-+YEP0PTD160LF|00|A|101634300249|01+-+3+-++-+YEP0PTD160LF|00|A|101634300249|01.U01	886
20161208080021592+-+01+-+1+-+2+-+298683+-+YEP0PTD160LF|00|A|101634300086|01+-+3+-++-+YEP0PTD160LF|00|A|101634300086|01.U01	840
20161208075031159+-+01+-+1+-+1+-+298625+-+YEP0PTD160LF|00|A|101634300137|01+-+3+-++-+YEP0PTD160LF|00|A|101634300137|01.U01	809
20161208081333547+-+01+-+1+-+1+-+298757+-+YEP0PTD160LF|00|A|101634300240|01+-+3+-++-+YEP0PTD160LF|00|A|101634300240|01.U01	877
20161208081510559+-+01+-+1+-+1+-+298765+-+YEP0PTD160LF|00|A|101634300244|01+-+3+-++-+YEP0PTD160LF|00|A|101634300244|01.U01	881
20161208080245258+-+01+-+1+-+1+-+298697+-+YEP0PTD160LF|00|A|101634300114|01+-+3+-++-+YEP0PTD160LF|00|A|101634300114|01.U01	847
20161208080617708+-+01+-+1+-+1+-+298717+-+YEP0PTD160LF|00|A|101634203010|01+-+3+-++-+YEP0PTD160LF|00|A|101634203010|01.U01	857
20161208075702886+-+01+-+1+-+2+-+298663+-+YEP0PTD160LF|00|A|101634300096|01+-+3+-++-+YEP0PTD160LF|00|A|101634300096|01.U01	830
20161208074804680+-+01+-+1+-+2+-+298611+-+YEP0PTD160LF|00|A|101634300130|01+-+3+-++-+YEP0PTD160LF|00|A|101634300130|01.U01	801
20161208075559814+-+01+-+1+-+1+-+298657+-+YEP0PTD160LF|00|A|101634300099|01+-+3+-++-+YEP0PTD160LF|00|A|101634300099|01.U01	827
20161208080756876+-+01+-+1+-+1+-+298725+-+YEP0PTD160LF|00|A|101634203014|01+-+3+-++-+YEP0PTD160LF|00|A|101634203014|01.U01	861
20161208080102970+-+01+-+1+-+2+-+298687+-+YEP0PTD160LF|00|A|101634300108|01+-+3+-++-+YEP0PTD160LF|00|A|101634300108|01.U01	842
20161208082058693+-+01+-+1+-+1+-+298789+-+YEP0PTD160LF|00|A|101634300183|01+-+3+-++-+YEP0PTD160LF|00|A|101634300183|01.U01	893
20161208075802622+-+01+-+1+-+1+-+298669+-+YEP0PTD160LF|00|A|101634300093|01+-+3+-++-+YEP0PTD160LF|00|A|101634300093|01.U01	833
20161208081353281+-+01+-+1+-+2+-+298759+-+YEP0PTD160LF|00|A|101634300241|01+-+3+-++-+YEP0PTD160LF|00|A|101634300241|01.U01	878
20161208080326580+-+01+-+1+-+1+-+298701+-+YEP0PTD160LF|00|A|101634300117|01+-+3+-++-+YEP0PTD160LF|00|A|101634300117|01.U01	849
20161208080428239+-+01+-+1+-+2+-+298707+-+YEP0PTD160LF|00|A|101634203005|01+-+3+-++-+YEP0PTD160LF|00|A|101634203005|01.U01	852
20161208080222507+-+01+-+1+-+2+-+298695+-+YEP0PTD160LF|00|A|101634300113|01+-+3+-++-+YEP0PTD160LF|00|A|101634300113|01.U01	846
20161208075338828+-+01+-+1+-+1+-+298645+-+YEP0PTD160LF|00|A|101634300105|01+-+5+-++-+YEP0PTD160LF|00|A|101634300105|01.U01	820
20161208075619588+-+01+-+1+-+2+-+298659+-+YEP0PTD160LF|00|A|101634300098|01+-+3+-++-+YEP0PTD160LF|00|A|101634300098|01.U01	828
20161208075249628+-+01+-+1+-+2+-+298639+-+YEP0PTD160LF|00|A|101634300144|01+-+3+-++-+YEP0PTD160LF|00|A|101634300144|01.U01	816
20161208075537176+-+01+-+1+-+2+-+298655+-+YEP0PTD160LF|00|A|101634300100|01+-+3+-++-+YEP0PTD160LF|00|A|101634300100|01.U01	826
20161208080816639+-+01+-+1+-+2+-+298727+-+YEP0PTD160LF|00|A|101634203015|01+-+3+-++-+YEP0PTD160LF|00|A|101634203015|01.U01	862
20161208075009496+-+01+-+1+-+2+-+298623+-+YEP0PTD160LF|00|A|101634300136|01+-+3+-++-+YEP0PTD160LF|00|A|101634300136|01.U01	808
20161208075358220+-+01+-+1+-+1+-+298645+-+YEP0PTD160LF|00|A|101634300105|01+-+3+-++-+YEP0PTD160LF|00|A|101634300105|01.U01	821
20161208080557850+-+01+-+1+-+2+-+298715+-+YEP0PTD160LF|00|A|101634203009|01+-+3+-++-+YEP0PTD160LF|00|A|101634203009|01.U01	856
20161208075110830+-+01+-+1+-+1+-+298629+-+YEP0PTD160LF|00|A|101634300139|01+-+3+-++-+YEP0PTD160LF|00|A|101634300139|01.U01	811
20161208081434698+-+01+-+1+-+2+-+298763+-+YEP0PTD160LF|00|A|101634300243|01+-+3+-++-+YEP0PTD160LF|00|A|101634300243|01.U01	880
20161208075922136+-+01+-+1+-+1+-+298677+-+YEP0PTD160LF|00|A|101634300089|01+-+3+-++-+YEP0PTD160LF|00|A|101634300089|01.U01	837
20161208081151695+-+01+-+1+-+2+-+298747+-+YEP0PTD160LF|00|A|101634300234|01+-+3+-++-+YEP0PTD160LF|00|A|101634300234|01.U01	872
