 YEP0PTD171AF|00|A|101633501485|01 |    10017 |         1 | FA0210ALF463767 |         2 |       122 | C112   |     2.28 |    0.113 |   -0.303 |   -1.027 |   0.000 |   0.323 |     0.000 |     0.000 |    -0.587 |     0.333 |   178.844 |   0.023 |   0.504 | 7     | 
 YEP0PTD171AF|00|A|101633501381|01 |    10021 |         2 | FA0210AZA467043 |         4 |       144 | C734   |      2.4 |    0.050 |    0.054 |    1.289 |  -0.281 |   0.083 |     0.000 |     0.000 |     0.765 |     0.301 |     1.302 |  -0.278 |   0.060 | 5     | 
 YEP0PTD171AF|00|A|101633501381|01 |    10021 |         2 | FA0210AZA467043 |         4 |       144 | C734   |      2.4 |    0.155 |    0.033 |    1.450 |  -0.221 |   0.096 |     0.000 |     0.000 |    -0.356 |     0.160 |     1.480 |  -0.139 |   0.086 | 5     | 
 YEP0PTD171AF|00|A|101633501381|01 |    10021 |         2 | FA0210AZA467043 |         6 |       146 | C735   |      2.4 |   -0.037 |    0.013 |    1.056 |  -0.237 |   0.125 |     0.000 |     0.000 |    -0.279 |    -0.048 |  -178.955 |  -0.139 |   0.086 | 2     | 
 YEP0PTD171AF|00|A|101633501381|01 |    10021 |         2 | FA0210AZA467043 |         6 |       146 | C735   |      2.4 |    0.202 |    0.119 |   -6.460 |  -0.298 |   0.114 |     0.000 |     0.000 |     0.653 |     0.519 |   173.512 |  -0.278 |   0.060 | 2     | 
 YEP0PTD171AF|00|A|101633501381|01 |    10021 |         2 | FA0210AZA467043 |         6 |       146 | C761   |      2.4 |    0.140 |   -0.025 |   -0.121 |  -0.271 |   0.111 |     0.000 |     0.000 |     0.826 |     0.202 |    -0.114 |  -0.236 |   0.053 | 13    | 
 YEP0PTD171AF|00|A|101633501381|01 |    10021 |         2 | FA0210AZA467043 |         6 |       146 | C761   |      2.4 |    0.217 |    0.034 |    0.599 |  -0.262 |   0.125 |     0.000 |     0.000 |    -0.417 |     0.226 |     0.623 |  -0.181 |   0.090 | 13    | 
 YEP0PTD171AF|00|A|101633501381|01 |    10021 |         2 | FA0210AZA467043 |         8 |       148 | C502   |      2.4 |   -0.178 |   -0.058 |    1.581 |  -0.069 |   0.004 |     0.000 |     0.000 |    -0.172 |     0.068 |     1.571 |  -0.181 |   0.090 | 15    | 
 YEP0PTD171AF|00|A|101633501381|01 |    10021 |         2 | FA0210AZA467043 |         8 |       148 | C502   |      2.4 |    0.089 |   -0.004 |   -3.325 |  -0.185 |   0.010 |     0.000 |     0.000 |     0.742 |     0.357 |    -3.352 |  -0.236 |   0.053 | 15    | 
 YEP0PTD171AF|00|A|101633501381|01 |    10021 |         2 | FA0210AZA467043 |         8 |       148 | C763   |      2.4 |    0.056 |   -0.020 |    0.545 |  -0.252 |   0.080 |     0.000 |     0.000 |    -0.400 |     0.010 |  -179.471 |  -0.139 |   0.086 | 1     | 
 YEP0PTD171AF|00|A|101633501381|01 |    10021 |         2 | FA0210AZA467043 |         8 |       148 | C763   |      2.4 |    0.099 |   -0.020 |    1.284 |  -0.298 |   0.059 |     0.000 |     0.000 |     0.713 |     0.330 |  -178.749 |  -0.278 |   0.060 | 1     | 
 YEP0PTD171AF|00|A|101633501381|01 |    10021 |         2 | FA0210AZA467043 |        14 |       136 | C722   |      2.4 |   -0.057 |    0.043 |    0.470 |  -0.232 |   0.094 |     0.000 |     0.000 |    -0.371 |     0.049 |     0.483 |  -0.139 |   0.086 | 4     | 
 YEP0PTD171AF|00|A|101633501381|01 |    10021 |         2 | FA0210AZA467043 |        14 |       136 | C722   |      2.4 |    0.132 |    0.053 |    0.413 |  -0.293 |   0.082 |     0.000 |     0.000 |     0.790 |     0.484 |     0.409 |  -0.278 |   0.060 | 4     | 
 YEP0PTD171AF|00|A|101633501381|01 |    10021 |         2 | FA0210AZA467043 |        14 |       136 | C727   |      2.4 |    0.173 |    0.054 |    2.962 |  -0.265 |   0.080 |     0.000 |     0.000 |     0.818 |     0.218 |  -177.042 |  -0.236 |   0.053 | 14    | 
 YEP0PTD171AF|00|A|101633501381|01 |    10021 |         2 | FA0210AZA467043 |        14 |       136 | C727   |      2.4 |    0.186 |    0.087 |    0.524 |  -0.257 |   0.094 |     0.000 |     0.000 |    -0.382 |     0.165 |  -179.463 |  -0.181 |   0.090 | 14    | 
